No,Codigo_Unico,Nombre,No_Obras_Adquisiciones,Monto_Ejercido_de_Aquisiciones,No_Obras_Aeropistas,Monto_Ejercido_de_Aeropistas,No_Obras_Caminos,Monto_Ejercido_de_Caminos,No_Obras_Electrificacion_y_Alumbrado,Monto_Ejercido_de_Electrificacion_y_Alumbrado,No_Obras_Equipamiento_Urbano_y_Rural,Monto_Ejercido_de_Equipamiento_Urbano_y_Rural,No_Obras_Infraestructura_Deportiva,Monto_Ejercido_de_Infraestructura_Deportiva,No_Obras_Infraestructura_Educativa,Monto_Ejercido_de_Infraestructura_Educativa,No_Obras_Infraestructura_Hidrosanitaria,Monto_Ejercido_de_Infraestructura_Hidrosanitaria,No_Obras_Infraestructura_Productiva_Rural,Monto_Ejercido_de_Infraestructura_Productiva_Rural,No_Obras_Infraestructura_Salud,Monto_Ejercido_de_Infraestructura_Salud,No_Obras_No_especificadas,Monto_Ejercido_de_No_especificadas,No_Obras_Pavimentacion,Monto_Ejercido_de_Pavimentacion,No_Obras_Planes_de_Movilidad_Urbana,Monto_Ejercido_de_Planes_de_Movilidad_Urbana,No_Obras_Proyectos,Monto_Ejercido_de_Proyectos,No_Obras_Vivienda,Monto_Ejercido_de_Vivienda,Total_de_Obras,Total_Ejercido_en_Obras,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Ejercicio
67,200100670000000000, VALLE DE ZARAGOZA ,NULL,NULL,NULL,NULL,6,3361057.58,NULL,NULL,1,196023.32,1,266588.39,5,848986.33,4,2007606.82,4,922499.95,2,148933.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4792228.88,25,1.254392442E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
1,200100010000000000, AHUMADA ,NULL,NULL,NULL,NULL,4,1660402.95,4,94851.64,48,2588321.91,8,179698.47,11,64416.06,9,299388.88,2,135030.18,2,66636.34,NULL,NULL,14,3832747.66,NULL,NULL,NULL,NULL,1,59262.1,103,8980756.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
2,200100020000000000, ALDAMA ,7,59365.56,NULL,NULL,2,1050204.82,4,953513,5,2921674.72,NULL,NULL,1,411141.73,1,144936.58,NULL,NULL,NULL,NULL,3,296351.72,12,7199862.79,NULL,NULL,NULL,NULL,NULL,NULL,35,1.303705092E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
3,200100030000000000, ALLENDE ,5,70047.92,NULL,NULL,2,3606561.59,2,344711.59,3,1921043.02,NULL,NULL,3,601067.34,6,912644.27,NULL,NULL,NULL,NULL,NULL,NULL,18,7927263.39,NULL,NULL,NULL,NULL,NULL,NULL,39,1.538333912E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
4,200100040000000000, AQUILES SERDAN ,NULL,NULL,NULL,NULL,NULL,NULL,19,139397.75,33,778033.65,10,550604.25,6,221938.87,28,353737.3,NULL,NULL,1,42124.3,NULL,NULL,7,1692560.82,NULL,NULL,NULL,NULL,4,314141.6,108,4092538.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
5,200100050000000000, ASCENSION ,NULL,NULL,NULL,NULL,6,146583.2,8,2843451.91,9,706372,2,1722293.69,19,2092913.52,3,225172.88,NULL,NULL,1,525,NULL,NULL,19,4954762.17,NULL,NULL,NULL,NULL,1,45998.1,68,1.273807247E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
6,200100060000000000, BACHINIVA ,1,258000,NULL,NULL,10,4939111.2,2,332570,3,148603.73,1,5000000,1,798480.02,2,103467.62,NULL,NULL,NULL,NULL,NULL,NULL,2,2033612.36,NULL,NULL,NULL,NULL,NULL,NULL,22,1.361384493E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
7,200100070000000000, BALLEZA ,5,2254580.21,NULL,NULL,10,8937988.5,10,6915403.89,10,3102344.77,1,16344.8,26,7204316.53,19,6558943.69,5,1230079.76,6,1535334.46,NULL,NULL,9,8327106.29,NULL,NULL,NULL,NULL,11,7098270.41,112,5.318071331E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
8,200100080000000000, BATOPILAS ,5,1613589.44,1,374680,25,6821854.19,17,3.657781027E7,16,1.160770417E7,10,4231629,19,1.041245494E7,6,1107581.86,NULL,NULL,6,1278253.31,4,2447081.98,5,3981191.24,NULL,NULL,2,972000,1,871682,117,8.22975124E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
9,200100090000000000, BOCOYNA ,3,2270257.42,NULL,NULL,12,1848071.95,28,1.050105956E7,24,3689532.24,5,950607.01,20,8987454.77,30,4272334.96,1,43783.99,NULL,NULL,4,483343.51,23,1.269928172E7,NULL,NULL,1,7856.17,5,1117064.45,156,4.687064775E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
10,200100100000000000, BUENAVENTURA ,NULL,NULL,NULL,NULL,NULL,NULL,4,474290.8,21,5207342.12,6,2812287.1,2,206113.94,3,23765.24,NULL,NULL,2,185500,NULL,NULL,17,7365284.61,NULL,NULL,NULL,NULL,NULL,NULL,55,1.627458381E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
11,200100110000000000, CAMARGO ,2,22405.46,NULL,NULL,8,2239220.85,11,674611.12,9,2881317.87,3,4695904.24,8,4437652.91,31,1369337.33,NULL,NULL,1,198074.41,2,429800.27,50,1.454124542E7,NULL,NULL,NULL,NULL,NULL,NULL,125,3.148956988E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
12,200100120000000000, CARICHI,2,704120.84,NULL,NULL,18,5987291.13,NULL,NULL,7,2984666.51,2,226925.83,NULL,NULL,2,215299.37,NULL,NULL,1,142542.53,NULL,NULL,11,1.168497579E7,NULL,NULL,NULL,NULL,3,3920212.83,46,2.586603483E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
13,200100130000000000, CASAS GRANDES ,1,429397,NULL,NULL,3,730439.97,2,569839,8,1.086804848E7,1,67782.95,2,52436.2,NULL,NULL,NULL,NULL,NULL,NULL,1,1000027.84,3,1057472.2,NULL,NULL,NULL,NULL,NULL,NULL,21,1.477544364E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
14,200100180000000000, CHIHUAHUA ,35,1.38334489E7,NULL,NULL,14,1.439585268E7,11,4479206.88,101,2.358531951E8,41,3.706599887E7,26,9508955.84,29,2.334094395E7,6,673402.53,4,1.370344081E7,21,4.393106885E7,217,1.412722867E8,NULL,NULL,6,1000608.96,4,4156566.27,515,5.432149764E8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
15,200100190000000000, CHINIPAS ,NULL,NULL,NULL,NULL,6,1093325.22,14,3.592435727E7,1,41500,NULL,NULL,3,2951529.61,1,164039.7,NULL,NULL,NULL,NULL,1,200298,6,994880,NULL,NULL,NULL,NULL,1,744000,33,4.21139298E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
16,200100140000000000, CORONADO ,1,10515,NULL,NULL,NULL,NULL,4,717476.15,3,65400.82,NULL,NULL,1,37720,1,156026.87,NULL,NULL,NULL,NULL,NULL,NULL,3,281828.55,NULL,NULL,NULL,NULL,1,1320520.54,14,2589487.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
17,200100150000000000, COYAME DEL SOTOL ,NULL,NULL,NULL,NULL,NULL,NULL,4,1810722.88,3,172124.93,NULL,NULL,2,347757.11,NULL,NULL,NULL,NULL,NULL,NULL,1,16709.8,2,920322.17,NULL,NULL,NULL,NULL,1,193695.22,13,3461332.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
18,200100160000000000, CUAUHTEMOC ,1,1837410.52,NULL,NULL,19,2.50542805E7,11,1550019.15,73,6.614182708E7,11,5183367.37,6,1739605.31,12,2582677.01,NULL,NULL,3,8550903.37,2,320365.39,55,4.179401155E7,NULL,NULL,5,707567.91,5,3066101.18,203,1.585281363E8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
19,200100170000000000, CUSIHUIRIACHI ,10,47751.8,NULL,NULL,8,4017546.18,1,26067.52,6,300344.03,4,4137293.52,2,103342.2,5,77127.58,1,9726.6,1,37389.88,8,349947.1,1,494505,NULL,NULL,NULL,NULL,NULL,NULL,47,9601041.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
20,200100200000000000, DELICIAS ,16,1303306.92,NULL,NULL,2,5777961.76,1,927790.65,8,6102577.07,5,2.137934229E7,14,1.427527505E7,1,665610.32,NULL,NULL,2,1212213.46,1,1961514.66,49,2.648408313E7,2,1.285733274E7,1,6057.73,NULL,NULL,102,9.295306578E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
21,200100210000000000, DR. BELISARIO DOMINGUEZ ,6,25941.15,NULL,NULL,6,3907739.11,2,323137.72,12,3144282.15,NULL,NULL,NULL,NULL,9,297806.48,4,152739.64,NULL,NULL,6,764971.02,4,532970.71,NULL,NULL,1,34920,NULL,NULL,50,9184507.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
22,200100220000000000, EL TULE ,NULL,NULL,NULL,NULL,6,411498.02,3,108088.05,6,906562.16,1,425000,7,230282.4,5,355083.13,NULL,NULL,1,157689.8,NULL,NULL,14,1227696.98,NULL,NULL,NULL,NULL,22,79071.28,65,3900971.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
23,200100230000000000, GALEANA ,NULL,NULL,NULL,NULL,NULL,NULL,1,4530,2,56984,3,1362010.91,2,290563.99,1,83865.53,6,3015331.89,2,774840.77,NULL,NULL,10,5214297.56,NULL,NULL,NULL,NULL,NULL,NULL,27,1.080242465E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
24,200100240000000000, GOMEZ FARIAS ,1,100000,NULL,NULL,NULL,NULL,7,783955.43,23,6028041.87,NULL,NULL,8,1088400.95,3,729481,NULL,NULL,1,117575.6,NULL,NULL,8,2851997.35,NULL,NULL,NULL,NULL,NULL,NULL,51,1.16994522E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
25,200100250000000000, GRAN MORELOS ,NULL,NULL,NULL,NULL,3,104531.32,NULL,NULL,NULL,NULL,2,163834.78,NULL,NULL,1,197712.4,NULL,NULL,NULL,NULL,NULL,NULL,8,3011251.03,NULL,NULL,NULL,NULL,NULL,NULL,14,3477329.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
26,200100280000000000, GUACHOCHI ,7,2409349.33,NULL,NULL,19,5514814.09,22,1.388226474E7,18,1.707399524E7,4,1638077.11,71,1.861931299E7,23,2.648114491E7,1,114198.44,7,1045793.46,2,1913872.45,12,6031202.57,NULL,NULL,11,1394933.49,5,8063866.45,202,1.041828253E8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
27,200100260000000000, GUADALUPE ,2,493336.89,NULL,NULL,NULL,NULL,3,890237.99,2,185687.04,1,2355937.63,1,59436.9,NULL,NULL,1,41203.2,NULL,NULL,NULL,NULL,6,2526136.57,NULL,NULL,NULL,NULL,NULL,NULL,16,6551976.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
28,200100270000000000, GUADALUPE Y CALVO ,NULL,NULL,NULL,NULL,90,2.239639536E7,24,1.687138635E7,23,1.10625897E7,2,2200495,76,1.434423524E7,9,1.438306902E7,4,945125.24,13,3063676,NULL,NULL,20,1.85460625E7,NULL,NULL,NULL,NULL,15,1.941788229E7,276,1.232309167E8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
29,200100290000000000, GUAZAPARES ,NULL,NULL,NULL,NULL,15,3996447.03,6,1.830163693E7,NULL,NULL,NULL,NULL,19,1984784.35,12,3955131.82,NULL,NULL,5,882576.38,5,3332639.93,13,1.047971118E7,NULL,NULL,NULL,NULL,4,2141980.22,79,4.507490784E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
30,200100300000000000, GUERRERO ,3,101761.48,NULL,NULL,23,2.188771897E7,16,3679393.11,58,6778848.02,6,3378860.82,52,2508396.8,25,8550570.33,3,60530.73,2,11321.91,2,31837.83,26,1.553569424E7,NULL,NULL,1,4000,22,1009941.98,239,6.353887622E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
31,200100310000000000, HIDALGO DEL PARRAL ,NULL,NULL,NULL,NULL,1,593787.67,2,7840372.89,41,2.346281087E7,6,4.456292526E7,6,880159.18,13,1574087.75,1,758121.91,NULL,NULL,3,2356630.19,56,5.202181509E7,NULL,NULL,NULL,NULL,2,211283.26,131,1.342619941E8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
32,200100320000000000, HUEJOTITAN ,NULL,NULL,NULL,NULL,2,149446.03,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,349117.78,NULL,NULL,NULL,NULL,NULL,NULL,8,915754.86,NULL,NULL,NULL,NULL,1,1006518.65,14,2420837.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
33,200100330000000000, IGNACIO ZARAGOZA ,2,906009.58,NULL,NULL,4,2962781.79,7,1000012.96,3,3065842.21,NULL,NULL,0,0,4,482347.24,NULL,NULL,NULL,NULL,NULL,NULL,4,2993995.33,NULL,NULL,NULL,NULL,NULL,NULL,24,1.141098911E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
34,200100340000000000, JANOS ,NULL,NULL,NULL,NULL,1,1884980.66,NULL,NULL,10,571976.92,2,1006463.83,6,997237.47,12,1552208.26,NULL,NULL,1,41540,NULL,NULL,6,1408774.56,NULL,NULL,NULL,NULL,NULL,NULL,38,7463181.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
35,200100350000000000, JIMENEZ ,10,959761.31,NULL,NULL,NULL,NULL,NULL,NULL,4,3705351.6,4,4690008.53,5,6132804.56,7,5993735.51,NULL,NULL,1,621645.08,NULL,NULL,23,8699160.77,NULL,NULL,NULL,NULL,NULL,NULL,54,3.080246736E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
36,200100360000000000, JUAREZ ,NULL,NULL,NULL,NULL,NULL,NULL,3,1.635035381E7,36,1.154156533E8,5,8179407.67,32,3.231433959E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,2.549668046E8,NULL,NULL,NULL,NULL,2,8976708.61,159,4.362032675E8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
37,200100370000000000, JULIMES ,NULL,NULL,NULL,NULL,7,417512.82,8,329010.66,12,1399912.01,5,732467.28,9,250614.74,4,270361.38,1,50000,NULL,NULL,NULL,NULL,17,2400881.47,NULL,NULL,NULL,NULL,NULL,NULL,63,5850760.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
38,200100380000000000, LA CRUZ ,3,698577.87,NULL,NULL,NULL,NULL,2,78829.79,5,3026786.74,1,4000000,4,828442.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,974855.47,NULL,NULL,NULL,NULL,NULL,NULL,18,9607492.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
39,200100390000000000, LOPEZ ,3,576534.2,NULL,NULL,NULL,NULL,3,220413.64,10,3669296.28,2,18218.8,5,721396.4,3,42902.36,8,731728.38,NULL,NULL,NULL,NULL,15,1258251.56,NULL,NULL,NULL,NULL,5,1101042.43,54,8339784.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
40,200100400000000000, MADERA ,NULL,NULL,1,1697532.59,11,1.153482879E7,1,259874.8,12,6746893.36,12,4393397.65,NULL,NULL,8,1939129.38,NULL,NULL,NULL,NULL,NULL,NULL,11,1.246901575E7,NULL,NULL,NULL,NULL,1,2038799.79,57,4.107947211E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
41,200100410000000000, MAGUARICHI ,NULL,NULL,NULL,NULL,9,2871696.83,NULL,NULL,15,941603.61,NULL,NULL,3,123035.23,NULL,NULL,NULL,NULL,3,143385,NULL,NULL,4,2202682.9,NULL,NULL,NULL,NULL,NULL,NULL,34,6282403.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
42,200100420000000000, MANUEL BENAVIDES ,NULL,NULL,NULL,NULL,2,677008.13,7,1845528.35,2,514922.45,2,466469.93,4,900477.6,3,1915640.7,2,165608.9,NULL,NULL,NULL,NULL,5,624192.16,NULL,NULL,NULL,NULL,1,100265.72,28,7210113.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
43,200100430000000000, MATACHI,NULL,NULL,NULL,NULL,2,6260,NULL,NULL,4,951061,1,159540.3,NULL,NULL,1,13795.68,NULL,NULL,2,173444.48,NULL,NULL,9,2500934.51,NULL,NULL,NULL,NULL,NULL,NULL,19,3805035.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
44,200100440000000000, MATAMOROS ,1,4637,NULL,NULL,2,572323.36,4,408677.54,9,274390.5,NULL,NULL,6,401810.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,2681139.66,NULL,NULL,NULL,NULL,1,114881.18,34,4457859.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
45,200100450000000000, MEOQUI ,NULL,NULL,NULL,NULL,NULL,NULL,35,210991.62,89,8842970.05,9,949060.15,2,185370.83,11,599835.67,NULL,NULL,NULL,NULL,NULL,NULL,63,1.199080624E7,NULL,NULL,NULL,NULL,27,25370,236,2.280440456E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
46,200100460000000000, MORELOS ,NULL,NULL,NULL,NULL,38,1.040226393E7,22,1.581367964E7,22,8574754.44,NULL,NULL,23,3221823.76,1,72197,1,153120,8,1629691.76,NULL,NULL,1,211672.69,NULL,NULL,NULL,NULL,4,7681888.43,120,4.776109165E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
47,200100470000000000, MORIS ,4,1134254.54,NULL,NULL,14,4399945.81,11,5580002.33,5,943683.19,18,4149775.11,4,611359.85,5,151887,NULL,NULL,1,422611.03,NULL,NULL,2,691438.66,NULL,NULL,NULL,NULL,4,1768368.4,68,1.985332592E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
48,200100480000000000, NAMIQUIPA ,NULL,NULL,NULL,NULL,10,2389473.9,7,1001389.85,2,1243520,3,1795655.48,1,353784.76,9,462300.52,NULL,NULL,1,6317,6,253122.43,4,64801,NULL,NULL,NULL,NULL,4,3932421.04,47,1.150278598E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
49,200100490000000000, NONOAVA ,NULL,NULL,NULL,NULL,6,2912546.99,1,196384.51,6,1983135.94,1,1195270.72,NULL,NULL,2,43850,NULL,NULL,NULL,NULL,NULL,NULL,8,4774660.1,NULL,NULL,NULL,NULL,NULL,NULL,24,1.110584826E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
50,200100500000000000, NUEVO CASAS GRANDES ,NULL,NULL,NULL,NULL,1,172823.76,3,1107542.83,20,1.985462009E7,3,2427057.72,3,584742.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,1.689529187E7,NULL,NULL,1,14500,NULL,NULL,59,4.105657855E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013
